,ITEM TYPE,ITEM CODE,WAREHOUSE SALES,WAREHOUSE SALES,WAREHOUSE SALES,WAREHOUSE SALES,RETAIL SALES,RETAIL SALES,RETAIL SALES,RETAIL SALES,RETAIL TRANSFERS,RETAIL TRANSFERS,RETAIL TRANSFERS,RETAIL TRANSFERS
,,,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum
4925,LIQUOR,19488,0.0,0.0,0.0,0.0,0.0,4.39,1.7890000000000001,17.89,0.0,7.0,2.2,22.0
4926,LIQUOR,19496,0.0,6.0,1.0,10.0,0.0,9.37,4.578,45.78,0.0,8.0,2.0,20.0
4927,LIQUOR,19518,0.0,1.0,0.3,3.0,0.0,12.16,6.667000000000002,66.67000000000002,0.0,19.92,7.425,74.25
4928,LIQUOR,19550,0.0,3.0,1.8,18.0,0.0,20.5,12.763000000000002,127.63000000000001,8.0,26.0,14.359,143.59
4929,LIQUOR,19569,0.0,0.0,0.0,0.0,0.0,6.43,2.5620000000000003,25.62,0.0,5.0,2.192,21.92
4930,LIQUOR,19585,0.0,0.0,0.0,0.0,0.0,6.5,2.6260000000000003,26.26,0.0,8.92,2.092,20.92
4931,LIQUOR,19615,0.0,0.0,0.0,0.0,0.0,8.63,4.444,44.44,0.0,12.0,3.7,37.0
4932,LIQUOR,19623,0.0,0.0,0.0,0.0,0.0,9.33,4.202999999999999,42.029999999999994,0.0,8.0,3.7,37.0
4933,LIQUOR,19674,0.0,0.0,0.0,0.0,0.0,1.3,0.28,2.5200000000000005,0.0,2.0,0.2222222222222222,2.0
4934,LIQUOR,19682,0.0,0.0,0.0,0.0,0.0,8.43,4.096,40.96,1.0,7.0,4.9,49.0
4935,LIQUOR,19755,0.0,0.0,0.0,0.0,0.0,4.43,1.7769999999999997,17.769999999999996,-0.08,20.0,2.092,20.92
4936,LIQUOR,19763,0.0,0.0,0.0,0.0,1.36,3.23,2.501428571428572,17.51,0.0,20.0,2.857142857142857,20.0
4937,LIQUOR,19780,0.0,0.0,0.0,0.0,0.64,2.17,1.4988888888888892,13.490000000000002,0.0,5.0,1.6666666666666667,15.0
4938,LIQUOR,19879,0.0,0.0,0.0,0.0,0.5,1.53,0.746,3.73,0.0,12.0,2.8,14.0
4939,LIQUOR,19933,0.0,0.0,0.0,0.0,0.0,4.2,2.355,23.55,0.0,6.0,2.2,22.0
4940,LIQUOR,19992,0.0,2.0,0.4,4.0,0.0,8.39,4.0409999999999995,40.41,1.0,9.0,4.4,44.0
4941,LIQUOR,20109,0.0,10.0,7.3,73.0,0.0,215.12,120.37400000000002,1203.7400000000002,65.0,260.0,135.96599999999998,1359.6599999999999
4942,LIQUOR,20192,0.0,0.0,0.0,0.0,0.0,3.3,2.107,21.07,0.0,6.0,2.3,23.0
4943,LIQUOR,20265,0.0,0.0,0.0,0.0,0.0,4.07,2.073,20.73,0.0,4.0,1.7,17.0
4944,LIQUOR,20281,0.0,7.0,1.7920000000000003,17.92,0.0,3.61,1.968,19.68,0.0,4.0,2.0,20.0
4945,LIQUOR,20290,0.0,0.0,0.0,0.0,0.12,1.0,0.4222222222222223,3.8000000000000007,-0.04,1.0,0.10666666666666666,0.96
4946,LIQUOR,20311,0.0,26.0,6.0,60.0,0.0,8.62,3.918,39.18,1.0,7.0,4.7,47.0
4947,LIQUOR,20443,0.0,0.0,0.0,0.0,0.0,10.58,5.612999999999999,56.12999999999999,2.0,10.0,5.2,52.0
4948,LIQUOR,20460,0.0,3.0,1.0,10.0,0.0,114.19,49.998000000000005,499.98,0.0,121.0,56.18299999999999,561.8299999999999
4949,LIQUOR,20613,0.0,1.0,0.3,3.0,0.0,15.49,9.51,95.1,5.92,16.0,10.784,107.84
4950,LIQUOR,20630,0.0,0.0,0.0,0.0,0.0,1.18,0.5619999999999999,5.619999999999999,-0.04,1.0,0.096,0.96
4951,LIQUOR,20656,0.0,4.0,1.6,16.0,0.0,21.28,8.838999999999999,88.38999999999999,5.0,20.0,9.7,97.0
4952,LIQUOR,20664,0.0,0.0,0.0,0.0,0.54,3.34,1.238888888888889,11.15,-0.03,2.0,0.21888888888888888,1.97
4953,LIQUOR,20672,0.0,0.0,0.0,0.0,0.08,1.52,0.47555555555555556,4.28,0.0,1.0,0.4444444444444444,4.0
4954,LIQUOR,20770,0.0,0.0,0.0,0.0,0.16,1.38,0.5100000000000001,4.590000000000001,0.0,1.0,0.1111111111111111,1.0
4955,LIQUOR,21032,0.0,0.0,0.0,0.0,0.0,9.99,5.412999999999999,54.129999999999995,2.0,9.0,5.392,53.92
4956,LIQUOR,21610,0.0,1.0,0.1,1.0,0.0,23.39,12.98,129.8,9.0,24.0,14.0,140.0
4957,LIQUOR,21679,0.0,0.0,0.0,0.0,0.0,30.93,9.079,90.79,1.0,38.0,8.9,89.0
4958,LIQUOR,21687,0.0,0.0,0.0,0.0,0.32,9.96,1.8533333333333333,16.68,0.0,1.0,0.2222222222222222,2.0
4959,LIQUOR,22004,0.0,0.0,0.0,0.0,0.0,17.93,7.337999999999999,73.38,3.0,14.0,7.95,79.5
4960,LIQUOR,22012,0.0,11.0,7.9,79.0,0.0,147.26,89.7,897.0,33.0,158.0,93.59200000000001,935.9200000000001
4961,LIQUOR,22136,0.0,0.0,0.0,0.0,0.49,2.6,1.1622222222222223,10.46,-0.08,17.0,1.8800000000000001,16.92
4962,LIQUOR,22144,0.0,3.0,0.7,7.0,0.0,24.42,10.81,108.10000000000001,0.0,32.0,12.5,125.0
4963,LIQUOR,22187,0.0,0.0,0.0,0.0,0.17,4.92,1.48125,11.85,0.0,1.0,0.125,1.0
4964,LIQUOR,22322,0.0,4.0,1.4,14.0,0.0,8.67,4.5,45.0,2.0,15.0,5.5,55.0
4965,LIQUOR,22470,0.0,0.0,0.0,0.0,0.0,7.11,4.029999999999999,40.3,0.0,13.0,3.6,36.0
4966,LIQUOR,22780,0.0,18.0,2.8,28.0,0.0,14.39,8.366,83.66,2.0,17.0,9.583,95.83
4967,LIQUOR,22837,0.0,1.0,0.7,7.0,0.0,18.48,9.940999999999999,99.41,2.0,20.0,10.8,108.0
4968,LIQUOR,22918,0.0,1.0,0.4,4.0,0.0,24.1,16.788999999999998,167.89,9.0,26.0,18.2,182.0
4969,LIQUOR,22993,0.0,0.0,0.0,0.0,0.0,8.35,2.79,27.9,1.0,7.0,2.3,23.0
4970,LIQUOR,23167,0.0,0.0,0.0,0.0,0.0,9.72,3.8560000000000003,19.28,0.0,10.0,3.9840000000000004,19.92
4971,LIQUOR,23213,0.0,1.0,0.4,4.0,0.0,7.44,5.22,52.199999999999996,2.0,11.0,6.0,60.0
4972,LIQUOR,23221,0.0,0.0,0.0,0.0,0.0,7.65,3.838,38.38,0.0,8.0,3.2,32.0
4973,LIQUOR,232398,0.0,0.0,0.0,0.0,0.0,0.84,0.21714285714285714,1.52,0.0,2.0,0.7142857142857143,5.0
4974,LIQUOR,232404,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4975,LIQUOR,232406,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4976,LIQUOR,232538,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4977,LIQUOR,23256,0.0,0.0,0.0,0.0,0.16,0.8,0.41250000000000003,3.3000000000000003,0.0,0.0,0.0,0.0
4978,LIQUOR,232650,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4979,LIQUOR,232652,1.0,3.0,1.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4980,LIQUOR,232770,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4981,LIQUOR,232932,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4982,LIQUOR,232934,1.0,3.0,1.5555555555555556,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4983,LIQUOR,232936,2.0,12.0,5.111111111111111,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4984,LIQUOR,233114,0.0,0.0,0.0,0.0,0.0,1.02,0.37444444444444447,3.37,0.0,4.0,1.0,9.0
4985,LIQUOR,233266,1.0,3.0,1.6666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4986,LIQUOR,233268,1.0,3.0,1.6666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4987,LIQUOR,233294,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4988,LIQUOR,233574,1.0,4.0,1.5714285714285714,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4989,LIQUOR,233590,1.0,2.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4990,LIQUOR,233594,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,LIQUOR,233896,0.0,0.0,0.0,0.0,0.0,0.16,0.064,0.32,0.0,2.0,0.6,3.0
4992,LIQUOR,234176,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4993,LIQUOR,234324,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4994,LIQUOR,234478,0.0,0.0,0.0,0.0,0.34,3.9,1.8259999999999998,9.129999999999999,0.0,27.0,5.4,27.0
4995,LIQUOR,234496,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4996,LIQUOR,234644,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4997,LIQUOR,234718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4998,LIQUOR,234720,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4999,LIQUOR,234722,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,LIQUOR,234724,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001,LIQUOR,234726,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002,LIQUOR,234852,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003,LIQUOR,234854,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5004,LIQUOR,234856,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5005,LIQUOR,234858,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5006,LIQUOR,234862,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5007,LIQUOR,234868,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,LIQUOR,234954,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5009,LIQUOR,234956,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5010,LIQUOR,234958,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5011,LIQUOR,234960,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5012,LIQUOR,235052,0.0,0.0,0.0,0.0,7.31,8.33,7.82,15.64,3.0,29.0,16.0,32.0
5013,LIQUOR,235084,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5014,LIQUOR,235128,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5015,LIQUOR,235154,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5016,LIQUOR,235168,0.0,0.0,0.0,0.0,0.51,0.51,0.51,0.51,6.0,6.0,6.0,6.0
5017,LIQUOR,235174,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5018,LIQUOR,23523,0.0,12.0,7.6,76.0,0.0,72.13,34.854,348.54,18.0,80.0,41.533,415.33
5019,LIQUOR,23604,0.0,0.0,0.0,0.0,0.0,16.58,7.0699999999999985,70.69999999999999,0.0,12.0,5.3,53.0
5020,LIQUOR,23817,0.0,0.0,0.0,0.0,0.0,3.16,1.718,17.18,0.0,5.0,1.7,17.0
5021,LIQUOR,23841,0.0,0.0,0.0,0.0,0.0,44.89,18.839,188.39,0.0,40.0,19.782,197.82
5022,LIQUOR,23892,0.0,3.0,1.2,12.0,0.0,7.51,4.824,48.239999999999995,1.92,10.0,5.0920000000000005,50.92
5023,LIQUOR,23930,0.0,0.0,0.0,0.0,0.0,9.35,5.194999999999999,51.949999999999996,0.0,13.0,4.1,41.0
5024,LIQUOR,23957,0.0,0.0,0.0,0.0,0.0,20.17,10.280999999999999,102.80999999999999,0.0,32.0,10.9,109.0
5025,LIQUOR,23973,0.0,0.0,0.0,0.0,1.68,9.14,3.0277777777777777,27.25,0.0,3.0,1.7777777777777777,16.0
5026,LIQUOR,24074,0.0,0.0,0.0,0.0,0.0,24.77,11.492,114.92,5.0,23.0,12.3,123.0
5027,LIQUOR,24082,0.0,4.0,1.4,14.0,0.0,4.92,2.9700000000000006,29.700000000000006,1.0,6.0,3.4,34.0
5028,LIQUOR,24090,0.0,140.0,96.59200000000001,965.9200000000001,0.0,115.24,85.63399999999999,856.3399999999999,75.0,130.75,94.684,946.8399999999999
5029,LIQUOR,24155,0.0,0.0,0.0,0.0,0.88,3.77,2.432222222222222,21.889999999999997,0.0,4.0,2.0,18.0
5030,LIQUOR,24163,0.0,0.0,0.0,0.0,0.16,0.49,0.26,1.3,0.0,0.0,0.0,0.0
5031,LIQUOR,24171,0.0,0.0,0.0,0.0,0.17,1.35,0.48625000000000007,3.8900000000000006,0.0,0.0,0.0,0.0
5032,LIQUOR,24180,0.0,0.0,0.0,0.0,0.0,15.44,12.197,121.96999999999998,0.0,36.83,13.582999999999998,135.82999999999998
5033,LIQUOR,24252,0.0,0.0,0.0,0.0,0.0,26.48,11.072,110.72,4.0,23.0,12.2,122.0
5034,LIQUOR,24287,0.0,2.0,0.4444444444444444,4.0,0.49,3.26,1.5844444444444443,14.26,0.0,5.0,1.5555555555555556,14.0
5035,LIQUOR,24341,0.0,0.0,0.0,0.0,0.0,0.99,0.385,2.31,-0.33,1.0,0.11166666666666665,0.6699999999999999
5036,LIQUOR,24368,0.0,0.0,0.0,0.0,0.4,3.4,1.2,10.799999999999999,0.0,1.0,0.2222222222222222,2.0
5037,LIQUOR,24376,0.0,0.0,0.0,0.0,0.0,3.05,1.331,13.309999999999999,0.0,1.0,0.4,4.0
5038,LIQUOR,24392,0.0,3.0,0.8888888888888888,8.0,0.32,2.66,1.008888888888889,9.08,0.0,2.0,0.6666666666666666,6.0
5039,LIQUOR,24414,0.0,0.0,0.0,0.0,0.0,4.91,2.7110000000000003,27.110000000000003,0.0,9.0,2.5,25.0
5040,LIQUOR,24449,0.0,6.0,1.9,19.0,0.0,129.35,78.593,785.9300000000001,27.0,126.0,89.783,897.83
5041,LIQUOR,24678,0.0,0.0,0.0,0.0,0.0,7.94,5.243,52.43,2.0,10.0,5.0,50.0
5042,LIQUOR,24716,0.0,0.0,0.0,0.0,0.33,2.53,1.132857142857143,7.930000000000001,0.0,1.0,0.2857142857142857,2.0
5043,LIQUOR,24813,0.0,1.0,0.4,4.0,0.0,12.68,6.598999999999999,65.99,1.0,13.0,5.3,53.0
5044,LIQUOR,24856,0.0,6.0,0.7,7.0,0.0,36.57,21.504,215.04000000000002,0.0,45.0,25.8,258.0
5045,LIQUOR,25046,0.0,0.0,0.0,0.0,1.4,4.39,2.2399999999999998,20.159999999999997,0.0,4.0,1.6666666666666667,15.0
5046,LIQUOR,25127,0.0,1.0,0.1111111111111111,1.0,0.17,1.02,0.6211111111111111,5.59,0.0,1.0,0.3333333333333333,3.0
5047,LIQUOR,25348,0.0,8.0,3.5,35.0,0.0,11.93,5.781999999999999,57.81999999999999,2.0,10.0,5.475,54.75
5048,LIQUOR,25399,0.0,0.0,0.0,0.0,0.0,6.57,3.5669999999999993,35.669999999999995,0.0,5.0,1.9,19.0
5049,LIQUOR,25488,0.0,5.0,2.7,27.0,0.0,19.79,13.125,131.25,5.0,22.0,14.892,148.92
5050,LIQUOR,25496,0.0,0.0,0.0,0.0,1.05,4.31,1.8755555555555554,16.88,0.0,4.0,1.5555555555555556,14.0
5051,LIQUOR,25500,0.0,0.0,0.0,0.0,0.0,3.5,2.204,22.040000000000003,0.0,4.0,2.1,21.0
5052,LIQUOR,25518,0.0,0.0,0.0,0.0,0.17,1.36,0.7424999999999999,5.9399999999999995,0.0,3.0,0.75,6.0
5053,LIQUOR,25526,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0
5054,LIQUOR,25550,0.0,6.0,1.8,18.0,0.0,5.66,2.9270000000000005,29.270000000000003,1.0,5.0,1.9,19.0
5055,LIQUOR,25682,0.0,0.0,0.0,0.0,0.0,9.1,5.87,58.7,0.0,11.0,5.890000000000001,58.900000000000006
5056,LIQUOR,25747,0.0,0.0,0.0,0.0,0.0,16.75,7.404000000000001,74.04,3.0,17.0,8.383,83.83
5057,LIQUOR,25950,0.0,0.0,0.0,0.0,0.0,5.22,2.934444444444445,26.410000000000004,0.0,12.0,4.444444444444445,40.0
5058,LIQUOR,26565,0.0,17.0,11.1,111.0,0.0,224.06,161.38299999999998,1613.83,114.84,257.92,183.56800000000004,1835.6800000000003
5059,LIQUOR,26573,0.0,75.0,62.384,623.84,0.0,107.2,70.376,703.7600000000001,63.0,109.0,79.252,792.52
5060,LIQUOR,26620,0.0,0.0,0.0,0.0,0.0,12.18,4.659999999999999,46.599999999999994,-0.08,4.0,1.392,13.92
5061,LIQUOR,26638,0.0,0.0,0.0,0.0,0.0,7.65,4.401999999999999,44.019999999999996,1.0,9.0,4.5,45.0
5062,LIQUOR,26646,0.0,1.0,0.2,2.0,0.0,30.94,19.815,198.15,8.0,33.0,19.463,194.63
5063,LIQUOR,26670,0.0,2.0,0.7,7.0,0.0,56.64,42.818999999999996,428.18999999999994,37.0,59.96,48.68,486.8
5064,LIQUOR,26735,0.0,13.0,9.0,90.0,0.0,641.03,395.48699999999997,3954.8699999999994,209.5,642.49,438.33000000000004,4383.3
5065,LIQUOR,26751,0.0,1.0,0.4,4.0,0.0,12.28,9.27,92.7,6.0,14.0,10.296000000000001,102.96000000000001
5066,LIQUOR,26808,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0
5067,LIQUOR,26816,0.0,0.0,0.0,0.0,0.0,10.69,7.669,76.69,2.0,16.0,7.983,79.83
5068,LIQUOR,26980,0.0,1.0,0.1111111111111111,1.0,2.11,6.47,4.357777777777779,39.220000000000006,0.0,9.92,4.166666666666667,37.5
5069,LIQUOR,27006,0.0,0.0,0.0,0.0,0.0,12.19,8.945,89.45,5.0,16.0,10.675,106.75
5070,LIQUOR,27014,0.0,9.0,4.1,41.0,0.0,121.77,52.864999999999995,528.65,32.0,112.0,58.2,582.0
5071,LIQUOR,27049,0.0,0.0,0.0,0.0,0.0,11.87,4.769,47.690000000000005,1.0,10.0,4.0,40.0
5072,LIQUOR,27065,0.0,1.0,0.1,1.0,0.0,84.82,33.32299999999999,333.22999999999996,9.0,104.0,36.8,368.0
5073,LIQUOR,27073,0.0,2.0,0.683,6.83,0.0,21.78,12.664,126.64,7.0,25.0,13.375,133.75
5074,LIQUOR,27081,0.0,0.0,0.0,0.0,0.0,64.66,40.469,404.69,12.83,79.0,45.965999999999994,459.65999999999997
5075,LIQUOR,27111,0.0,0.0,0.0,0.0,0.0,6.77,3.5949999999999998,35.949999999999996,1.0,6.0,2.7,27.0
5076,LIQUOR,27120,0.0,1.0,0.1,1.0,0.0,53.72,30.845,308.45,26.0,59.0,34.5,345.0
5077,LIQUOR,27138,0.0,0.0,0.0,0.0,0.08,0.17,0.125,0.25,0.0,0.0,0.0,0.0
5078,LIQUOR,27146,0.0,2.0,0.8,8.0,0.0,102.66,48.94100000000001,489.4100000000001,26.0,70.0,51.9,519.0
5079,LIQUOR,27154,0.0,0.0,0.0,0.0,0.0,3.8,2.2640000000000002,22.64,0.0,5.0,1.3980000000000001,13.98
5080,LIQUOR,27197,0.0,2.0,0.9,9.0,0.0,145.07,44.053,440.53,16.0,139.0,51.092,510.92
5081,LIQUOR,27200,0.0,0.0,0.0,0.0,0.0,6.02,2.0980000000000003,20.980000000000004,0.0,2.0,1.099,10.99
5082,LIQUOR,27219,0.0,3.0,0.4,4.0,0.0,5.32,2.528,25.28,0.0,8.0,2.7,27.0
5083,LIQUOR,27235,0.0,1.0,0.1,1.0,0.0,14.04,8.645,86.44999999999999,4.0,18.17,10.301,103.01
5084,LIQUOR,27243,0.0,1.0,0.2,2.0,0.0,4.49,2.312,23.119999999999997,0.0,5.0,2.0,20.0
5085,LIQUOR,27251,0.0,1.0,0.3333333333333333,3.0,0.16,0.96,0.4666666666666667,4.2,0.0,2.0,0.3333333333333333,3.0
5086,LIQUOR,27260,0.0,1.0,0.3,3.0,0.0,87.82,33.594,335.94,5.75,96.0,38.209,382.09000000000003
5087,LIQUOR,27278,0.0,1.0,0.3,3.0,0.0,314.6,174.831,1748.31,71.0,450.0,191.04899999999998,1910.4899999999998
5088,LIQUOR,27286,0.0,3.0,1.7,17.0,0.0,56.31,26.723000000000003,267.23,8.92,56.92,34.759,347.59000000000003
5089,LIQUOR,27294,0.0,0.0,0.0,0.0,0.0,14.52,8.954,89.54,6.0,13.0,9.4,94.0
5090,LIQUOR,27308,0.0,1.0,0.192,1.92,0.0,15.3,7.466000000000001,74.66000000000001,2.0,14.0,8.642,86.42
5091,LIQUOR,27324,0.0,0.0,0.0,0.0,0.0,2.16,0.6700000000000002,6.700000000000001,0.0,2.0,0.492,4.92
5092,LIQUOR,27332,0.0,3.0,1.6,16.0,0.0,125.04,49.620000000000005,496.20000000000005,16.67,138.0,56.21900000000001,562.19
5093,LIQUOR,27340,0.0,6.0,1.7,17.0,0.0,111.47,40.044,400.43999999999994,16.0,95.0,45.792,457.92
5094,LIQUOR,27359,0.0,2.0,1.0,10.0,0.0,66.51,30.555,305.55,7.0,71.83,35.249,352.49
5095,LIQUOR,27367,0.0,0.0,0.0,0.0,0.0,71.58,20.586999999999996,205.86999999999998,-0.83,60.66,21.558,215.57999999999998
5096,LIQUOR,27383,0.0,0.0,0.0,0.0,0.0,38.07,21.552,215.51999999999998,14.33,42.0,25.033,250.33
5097,LIQUOR,27391,0.0,2.0,0.4,4.0,0.0,19.17,12.408,124.08,7.0,19.0,14.4,144.0
5098,LIQUOR,27413,0.0,1.0,0.1,1.0,0.0,5.04,3.357,33.57,0.0,9.0,3.154,31.54
5099,LIQUOR,27430,0.0,0.0,0.0,0.0,0.0,5.59,2.682,26.82,-0.17,7.0,1.8829999999999998,18.83
5100,LIQUOR,27448,0.0,0.0,0.0,0.0,0.0,9.6,6.179,61.79,3.0,10.0,6.492,64.92
5101,LIQUOR,27464,0.0,2.0,0.2,2.0,0.0,14.25,7.3069999999999995,73.07,4.0,16.0,7.6,76.0
5102,LIQUOR,27472,0.0,0.0,0.0,0.0,0.0,10.44,6.934,69.34,4.0,12.0,7.884,78.84
5103,LIQUOR,27499,0.0,19.0,12.375,123.75,0.0,71.96,47.809999999999995,478.09999999999997,35.92,82.0,52.33299999999999,523.3299999999999
5104,LIQUOR,27502,0.0,8.0,3.8,38.0,0.0,148.93,80.402,804.02,38.0,165.08,95.476,954.76
5105,LIQUOR,27545,0.0,1.0,0.492,4.92,0.0,121.06,72.64600000000002,726.4600000000002,45.92,133.17,84.35199999999999,843.5199999999999
5106,LIQUOR,27561,0.0,1.0,0.1,1.0,0.0,7.33,3.5060000000000002,35.06,-0.04,9.96,3.692,36.92
5107,LIQUOR,27570,0.0,0.0,0.0,0.0,0.04,2.68,1.08,3.24,0.0,0.0,0.0,0.0
5108,LIQUOR,27618,0.0,0.0,0.0,0.0,0.0,13.22,9.293000000000001,92.93,4.0,15.0,9.866,98.66
5109,LIQUOR,27626,0.0,0.0,0.0,0.0,0.0,12.55,6.333999999999999,63.33999999999999,1.0,17.0,6.5,65.0
5110,LIQUOR,27642,0.0,0.0,0.0,0.0,0.0,9.33,4.05,40.5,0.0,11.0,2.6,26.0
5111,LIQUOR,27669,0.0,0.0,0.0,0.0,0.0,7.75,3.407,34.07,2.0,10.0,4.2,42.0
5112,LIQUOR,27685,0.0,0.0,0.0,0.0,0.0,14.19,9.199,91.99,4.0,17.0,8.483,84.83
5113,LIQUOR,27707,0.0,0.0,0.0,0.0,0.08,0.4,0.22666666666666668,1.36,0.0,0.0,0.0,0.0
5114,LIQUOR,27731,0.0,1.0,0.3,3.0,0.0,6.68,2.9810000000000003,29.810000000000002,0.0,3.0,0.892,8.92
5115,LIQUOR,27774,0.0,0.0,0.0,0.0,0.0,6.6,2.2579999999999996,22.579999999999995,0.0,4.0,1.6,16.0
5116,LIQUOR,27804,0.0,1.0,0.9,9.0,0.0,93.94,52.819,528.19,33.0,90.0,61.382999999999996,613.8299999999999
5117,LIQUOR,28002,0.0,0.0,0.0,0.0,0.0,5.66,3.9559999999999995,39.559999999999995,1.0,8.0,3.7,37.0
5118,LIQUOR,28045,0.0,1.0,0.1,1.0,0.0,5.39,2.776,27.759999999999998,0.0,6.0,2.8,28.0
5119,LIQUOR,28053,0.0,0.0,0.0,0.0,0.0,55.9,32.358999999999995,323.59,13.0,56.0,33.8,338.0
5120,LIQUOR,28088,0.0,0.0,0.0,0.0,0.0,139.56,63.045,630.45,29.0,140.0,72.1,721.0
5121,LIQUOR,28126,0.0,0.0,0.0,0.0,0.0,3.36,0.9790000000000001,9.790000000000001,0.0,1.0,0.3,3.0
5122,LIQUOR,28215,0.0,0.0,0.0,0.0,0.0,109.76,64.473,644.73,42.5,102.67,72.91499999999999,729.1499999999999
5123,LIQUOR,28223,0.0,3.0,0.9,9.0,0.0,324.62,130.381,1303.81,51.83,327.33,145.948,1459.48
5124,LIQUOR,28231,0.0,2.0,0.2,2.0,0.0,263.81,155.571,1555.71,67.83,291.33,169.315,1693.1499999999999
5125,LIQUOR,28304,0.0,0.0,0.0,0.0,0.0,58.84,43.129999999999995,431.29999999999995,20.0,77.0,47.733,477.33
5126,LIQUOR,28312,0.0,0.0,0.0,0.0,1.89,5.76,4.457777777777777,40.12,3.0,7.0,5.217777777777778,46.96
5127,LIQUOR,28380,0.0,1.0,0.1,1.0,0.0,22.29,18.016,180.16,13.0,25.0,20.9,209.0
5128,LIQUOR,28398,0.0,0.0,0.0,0.0,0.0,3.56,1.2209999999999999,12.209999999999999,-0.17,1.0,0.183,1.83
5129,LIQUOR,28428,0.0,0.0,0.0,0.0,0.17,3.89,1.7644444444444445,15.88,0.0,3.0,0.8888888888888888,8.0
5130,LIQUOR,28436,0.0,0.0,0.0,0.0,0.51,3.05,1.4644444444444447,13.180000000000001,0.0,9.0,1.4444444444444444,13.0
5131,LIQUOR,28444,0.0,1.0,0.3,3.0,0.0,24.76,12.396,123.96000000000001,2.83,28.0,11.683,116.83
5132,LIQUOR,28452,0.0,0.0,0.0,0.0,0.67,7.08,1.6711111111111112,15.040000000000001,0.0,1.0,0.4444444444444444,4.0
5133,LIQUOR,28479,0.0,4.0,1.9,19.0,0.0,13.59,11.023,110.22999999999999,9.0,17.0,12.192,121.92
