,ITEM TYPE,ITEM CODE,WAREHOUSE SALES,WAREHOUSE SALES,WAREHOUSE SALES,WAREHOUSE SALES,RETAIL SALES,RETAIL SALES,RETAIL SALES,RETAIL SALES,RETAIL TRANSFERS,RETAIL TRANSFERS,RETAIL TRANSFERS,RETAIL TRANSFERS
,,,min,max,mean,sum,min,max,mean,sum,min,max,mean,sum
13545,WINE,319290,1.0,3.0,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13546,WINE,319292,0.0,1.0,0.375,3.0,0.0,0.66,0.24625,1.97,0.0,1.0,0.25,2.0
13547,WINE,319301,1.0,5.0,1.7777777777777777,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13548,WINE,319310,0.0,0.0,0.0,0.0,0.16,0.5,0.3833333333333333,1.15,0.0,0.0,0.0,0.0
13549,WINE,319319,1.0,3.0,1.625,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13550,WINE,319322,0.0,0.0,0.0,0.0,0.0,0.73,0.3233333333333333,1.94,0.0,1.0,0.3333333333333333,2.0
13551,WINE,319330,1.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13552,WINE,319370,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13553,WINE,319381,1.0,2.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13554,WINE,319383,1.0,4.0,1.7142857142857142,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13555,WINE,319390,0.0,0.0,0.0,0.0,0.16,0.56,0.2933333333333334,0.8800000000000001,0.0,0.0,0.0,0.0
13556,WINE,31941,0.0,7.0,2.0,18.0,0.0,3.32,1.22,10.98,0.0,4.0,1.0,9.0
13557,WINE,319456,0.0,0.0,0.0,0.0,0.08,0.17,0.125,0.25,0.0,0.0,0.0,0.0
13558,WINE,319459,0.0,1.0,0.2222222222222222,2.0,0.08,0.33,0.2188888888888889,1.9700000000000002,0.0,1.0,0.3333333333333333,3.0
13559,WINE,319463,0.0,0.0,0.0,0.0,0.08,0.66,0.3,0.9,0.0,0.0,0.0,0.0
13560,WINE,319470,-1.0,1.0,0.2,1.0,0.0,1.52,0.43999999999999995,2.1999999999999997,0.0,2.0,0.6,3.0
13561,WINE,319475,0.0,8.0,4.222222222222222,38.0,0.0,0.34,0.16777777777777778,1.51,0.0,1.0,0.1111111111111111,1.0
13562,WINE,319479,1.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13563,WINE,319488,2.0,3.0,2.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13564,WINE,319506,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13565,WINE,319517,1.0,2.0,1.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13566,WINE,319520,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13567,WINE,319524,0.0,0.0,0.0,0.0,0.42,0.42,0.42,0.42,0.0,0.0,0.0,0.0
13568,WINE,319534,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13569,WINE,319538,0.0,0.0,0.0,0.0,0.0,0.42,0.15,0.9,0.0,1.0,0.16666666666666666,1.0
13570,WINE,319554,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13571,WINE,319566,1.0,2.0,1.3333333333333333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13572,WINE,319571,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
13573,WINE,319573,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13574,WINE,319587,0.5,10.0,3.8333333333333335,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13575,WINE,319597,0.0,1.0,0.1111111111111111,1.0,0.32,2.47,0.8811111111111112,7.930000000000001,0.0,2.0,0.6666666666666666,6.0
13576,WINE,319599,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13577,WINE,319630,0.0,3.0,0.4,4.0,0.0,7.55,2.286,22.86,0.0,6.0,1.2,12.0
13578,WINE,319632,0.0,1.0,0.16666666666666666,1.0,0.16,0.74,0.4033333333333333,2.42,0.0,0.0,0.0,0.0
13579,WINE,319641,1.0,2.0,1.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13580,WINE,319643,1.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13581,WINE,319652,-2.0,3.0,0.14285714285714285,1.0,0.0,0.91,0.28285714285714286,1.98,0.0,2.0,0.2857142857142857,2.0
13582,WINE,319655,1.0,2.0,1.1666666666666667,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13583,WINE,319657,1.0,3.0,1.8333333333333333,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13584,WINE,319659,0.0,15.0,5.6,56.0,0.0,5.91,2.994,29.94,1.0,6.0,3.3,33.0
13585,WINE,319662,1.0,7.0,3.111111111111111,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13586,WINE,319664,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13587,WINE,319678,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13588,WINE,319686,1.0,2.0,1.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13589,WINE,319694,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13590,WINE,319711,1.0,11.0,4.333333333333333,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13591,WINE,319713,0.0,4.0,2.111111111111111,19.0,0.08,0.74,0.4166666666666667,3.75,0.0,1.0,0.2222222222222222,2.0
13592,WINE,319718,1.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13593,WINE,319727,0.0,5.0,1.9,19.0,0.0,0.99,0.53,5.3,0.0,2.0,0.6,6.0
13594,WINE,319749,0.0,2.0,0.792,7.92,0.0,3.7,2.059,20.59,0.0,3.0,2.0,20.0
13595,WINE,319751,0.0,1.0,0.1111111111111111,1.0,0.16,1.0,0.3844444444444444,3.46,0.0,3.0,0.6666666666666666,6.0
13596,WINE,319762,-1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13597,WINE,319766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13598,WINE,319782,1.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13599,WINE,319794,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13600,WINE,319818,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13601,WINE,319820,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13602,WINE,319827,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13603,WINE,319834,1.0,5.0,2.888888888888889,26.0,0.0,1.62,0.40555555555555556,3.65,0.0,1.0,0.1111111111111111,1.0
13604,WINE,319838,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13605,WINE,319853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,-0.83,-0.83,-0.83
13606,WINE,319895,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13607,WINE,319899,0.0,14.0,7.4,74.0,0.0,12.95,8.562999999999999,85.63,5.0,18.0,10.8,108.0
13608,WINE,319914,1.0,3.0,1.5714285714285714,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13609,WINE,319916,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13610,WINE,319922,0.0,3.0,1.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13611,WINE,319928,0.0,0.0,0.0,0.0,0.0,1.01,0.372,1.8599999999999999,0.0,1.0,0.2,1.0
13612,WINE,319944,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13613,WINE,319954,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13614,WINE,319958,1.0,5.0,2.857142857142857,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13615,WINE,319960,1.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13616,WINE,319972,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.24,0.0,0.0,0.0,0.0
13617,WINE,319990,1.0,2.0,1.2857142857142858,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13618,WINE,320002,3.0,13.0,7.777777777777778,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13619,WINE,320009,0.0,0.0,0.0,0.0,0.08,0.49,0.3025,1.21,0.0,0.0,0.0,0.0
13620,WINE,320016,1.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13621,WINE,320020,0.0,1.0,0.2222222222222222,2.0,0.0,0.65,0.28111111111111114,2.5300000000000002,0.0,1.0,0.2222222222222222,2.0
13622,WINE,320025,0.0,7.0,3.9829999999999997,39.83,0.0,8.13,3.7039999999999997,37.04,1.0,9.0,3.9,39.0
13623,WINE,320036,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13624,WINE,320038,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13625,WINE,320041,0.0,2.0,0.7777777777777778,7.0,0.0,0.91,0.2188888888888889,1.9700000000000002,0.0,1.0,0.2222222222222222,2.0
13626,WINE,320046,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13627,WINE,320051,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13628,WINE,320078,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13629,WINE,320093,1.0,4.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13630,WINE,320096,0.0,2.0,0.5555555555555556,5.0,0.08,1.45,0.4833333333333334,4.3500000000000005,0.0,2.0,0.4444444444444444,4.0
13631,WINE,320113,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13632,WINE,320125,9.0,27.0,14.0,126.0,0.0,1.57,0.39111111111111113,3.52,0.0,2.0,0.4444444444444444,4.0
13633,WINE,320132,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13634,WINE,320143,1.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13635,WINE,320159,1.0,4.0,2.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13636,WINE,320161,1.0,2.0,1.375,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13637,WINE,320162,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13638,WINE,320171,1.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13639,WINE,320205,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13640,WINE,32022,1.0,5.0,3.6666666666666665,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13641,WINE,320245,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13642,WINE,320256,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13643,WINE,320284,3.0,7.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13644,WINE,320296,0.0,1.0,0.25,1.0,0.0,0.16,0.08,0.32,0.0,0.0,0.0,0.0
13645,WINE,320304,0.0,1.0,0.16666666666666666,1.0,0.0,1.31,0.35333333333333333,2.12,0.0,1.0,0.5,3.0
13646,WINE,320307,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13647,WINE,320317,1.0,4.0,2.1666666666666665,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13648,WINE,320319,2.0,5.0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13649,WINE,320321,5.0,16.0,9.11111111111111,82.0,0.0,0.5,0.05555555555555555,0.5,0.0,0.0,0.0,0.0
13650,WINE,320326,0.0,0.0,0.0,0.0,0.0,0.83,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,1.0
13651,WINE,320328,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13652,WINE,320335,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13653,WINE,320354,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13654,WINE,320365,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13655,WINE,320370,1.0,4.0,2.3333333333333335,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13656,WINE,320399,3.0,8.0,5.8,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13657,WINE,320403,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13658,WINE,320406,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13659,WINE,320420,1.0,4.0,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13660,WINE,320426,0.0,6.0,2.7,27.0,0.0,5.08,3.0630000000000006,30.630000000000006,0.0,6.0,3.3,33.0
13661,WINE,320438,0.0,0.0,0.0,0.0,0.08,0.25,0.16399999999999998,0.82,0.0,0.0,0.0,0.0
13662,WINE,320443,0.0,0.0,0.0,0.0,0.08,0.33,0.2025,0.81,0.0,0.0,0.0,0.0
13663,WINE,320464,1.0,7.0,3.888888888888889,35.0,0.0,0.99,0.4077777777777778,3.67,0.0,3.0,1.1111111111111112,10.0
13664,WINE,320468,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13665,WINE,320500,0.0,2.0,0.75,6.0,0.08,3.6,1.2075,9.66,1.0,3.0,2.0,16.0
13666,WINE,320512,1.0,6.0,2.6666666666666665,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13667,WINE,320514,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13668,WINE,320516,1.0,2.0,1.1428571428571428,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13669,WINE,320523,1.0,11.0,2.888888888888889,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13670,WINE,320531,2.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13671,WINE,320554,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13672,WINE,320589,0.0,14.0,5.25,21.0,0.0,0.74,0.225,0.9,0.0,0.0,0.0,0.0
13673,WINE,320591,1.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13674,WINE,320606,-1.0,2.0,0.4,2.0,0.0,0.16,0.08,0.4,0.0,1.0,0.4,2.0
13675,WINE,320640,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13676,WINE,320643,0.0,14.0,5.1,51.0,0.0,0.91,0.43,4.3,0.0,3.0,0.5,5.0
13677,WINE,320652,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13678,WINE,320682,1.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13679,WINE,320686,1.0,11.0,3.625,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13680,WINE,320688,1.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13681,WINE,320691,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13682,WINE,320692,0.0,0.0,0.0,0.0,0.08,0.24,0.10666666666666667,0.64,0.0,0.0,0.0,0.0
13683,WINE,320694,1.0,3.0,1.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13684,WINE,320696,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.34,0.0,0.0,0.0,0.0
13685,WINE,320714,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0
13686,WINE,320728,-1.0,2.0,0.3333333333333333,1.0,0.0,0.98,0.32666666666666666,0.98,0.0,1.0,0.3333333333333333,1.0
13687,WINE,320730,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13688,WINE,320734,1.0,8.0,3.142857142857143,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13689,WINE,320746,1.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13690,WINE,320748,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13691,WINE,320760,0.0,0.0,0.0,0.0,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0
13692,WINE,320762,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13693,WINE,320794,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13694,WINE,320798,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13695,WINE,320802,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13696,WINE,320812,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13697,WINE,320820,2.0,6.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13698,WINE,320832,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13699,WINE,320838,0.0,1.0,0.6666666666666666,2.0,0.0,0.25,0.08333333333333333,0.25,0.0,1.0,0.3333333333333333,1.0
13700,WINE,320860,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13701,WINE,320862,1.0,2.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13702,WINE,320864,1.0,3.0,1.6666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13703,WINE,320868,1.0,13.0,7.222222222222222,65.0,0.0,0.08,0.008888888888888889,0.08,0.0,0.0,0.0,0.0
13704,WINE,320886,0.0,3.0,0.75,6.0,0.0,0.33,0.155,1.24,0.0,1.0,0.125,1.0
13705,WINE,320894,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13706,WINE,320900,0.0,0.0,0.0,0.0,0.16,0.17,0.165,0.33,0.0,0.0,0.0,0.0
13707,WINE,320918,0.0,0.0,0.0,0.0,0.0,0.33,0.16333333333333333,0.98,0.0,1.0,0.16666666666666666,1.0
13708,WINE,320928,1.0,2.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13709,WINE,320944,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13710,WINE,320954,1.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13711,WINE,320956,0.0,0.0,0.0,0.0,0.08,2.43,1.148888888888889,10.340000000000002,0.0,5.0,1.0,9.0
13712,WINE,320958,1.0,2.0,1.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13713,WINE,320974,1.0,3.0,1.875,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13714,WINE,320979,0.0,0.0,0.0,0.0,0.08,0.57,0.2433333333333333,0.7299999999999999,0.0,0.0,0.0,0.0
13715,WINE,320981,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13716,WINE,320988,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13717,WINE,320997,0.0,2.0,1.0,6.0,0.0,0.25,0.11,0.66,0.0,0.0,0.0,0.0
13718,WINE,320999,0.0,35.0,20.9,209.0,0.0,3.94,1.36,13.600000000000001,-0.08,3.0,1.392,13.92
13719,WINE,321001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13720,WINE,321004,0.0,5.0,2.3333333333333335,21.0,0.0,0.8,0.18888888888888888,1.7,0.0,0.0,0.0,0.0
13721,WINE,321017,0.0,2.0,0.5,4.0,0.08,0.97,0.315,2.52,0.0,0.0,0.0,0.0
13722,WINE,321023,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13723,WINE,321039,1.0,3.0,1.6666666666666667,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13724,WINE,321041,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0
13725,WINE,321043,1.0,2.0,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13726,WINE,321048,1.0,3.0,2.25,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13727,WINE,321053,1.0,3.0,2.2222222222222223,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13728,WINE,321057,0.0,3.0,0.6666666666666666,4.0,0.08,0.24,0.12,0.72,0.0,0.0,0.0,0.0
13729,WINE,321059,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13730,WINE,321060,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13731,WINE,321064,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13732,WINE,321087,0.0,3.0,1.5555555555555556,14.0,0.16,1.29,0.5222222222222223,4.7,0.0,2.0,0.5555555555555556,5.0
13733,WINE,321092,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13734,WINE,321125,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13735,WINE,321133,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13736,WINE,321142,1.0,4.0,2.2222222222222223,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13737,WINE,321155,0.0,0.0,0.0,0.0,0.08,0.24,0.14399999999999996,0.7199999999999999,0.0,0.0,0.0,0.0
13738,WINE,321157,1.0,2.0,1.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13739,WINE,321161,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0
13740,WINE,321167,1.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13741,WINE,321168,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13742,WINE,321186,0.0,0.0,0.0,0.0,0.17,0.34,0.21250000000000002,0.8500000000000001,0.0,0.0,0.0,0.0
13743,WINE,321222,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13744,WINE,321235,0.92,1.0,0.9733333333333333,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13745,WINE,321240,0.0,0.0,0.0,0.0,0.42,0.42,0.42,0.42,0.0,0.0,0.0,0.0
13746,WINE,321245,1.0,4.0,1.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13747,WINE,321264,1.0,4.0,2.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13748,WINE,321289,0.0,0.0,0.0,0.0,0.0,0.68,0.255,1.02,0.0,1.0,0.25,1.0
13749,WINE,321296,0.83,0.83,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13750,WINE,321302,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13751,WINE,321305,1.0,2.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13752,WINE,321307,1.0,12.0,4.3244444444444445,38.92,0.48,3.57,2.3022222222222224,20.720000000000002,0.0,11.0,3.111111111111111,28.0
13753,WINE,32131,0.0,7.0,2.1,21.0,0.0,15.16,7.865,78.65,3.5,14.0,8.681999999999999,86.82
13754,WINE,321314,0.0,0.0,0.0,0.0,0.16,0.65,0.4075,1.63,0.0,0.0,0.0,0.0
13755,WINE,321318,1.0,3.0,1.8333333333333333,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13756,WINE,321321,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13757,WINE,321326,1.0,3.0,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13758,WINE,321359,0.0,2.0,1.0,4.0,0.0,0.58,0.2475,0.99,0.0,1.0,0.25,1.0
13759,WINE,321361,2.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13760,WINE,321371,0.0,1.0,0.25,1.0,0.08,0.49,0.2625,1.05,0.0,0.0,0.0,0.0
13761,WINE,321385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13762,WINE,321392,1.0,9.0,3.111111111111111,28.0,0.0,0.81,0.1888888888888889,1.7000000000000002,0.0,2.0,0.4444444444444444,4.0
13763,WINE,321396,0.0,0.0,0.0,0.0,0.08,1.55,0.34714285714285714,2.43,-0.08,0.0,-0.011428571428571429,-0.08
13764,WINE,321421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
13765,WINE,321423,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13766,WINE,321425,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13767,WINE,321430,0.0,0.0,0.0,0.0,0.08,0.66,0.37,0.74,0.0,0.0,0.0,0.0
13768,WINE,321437,0.0,1.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13769,WINE,321439,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13770,WINE,321448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13771,WINE,321452,5.0,38.0,19.75,79.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.08
